truth_class,Predicted_class
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,singing
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,eating watermelon
eating watermelon,eating watermelon
sticking tongue out,getting a tattoo
sticking tongue out,bending metal
sticking tongue out,laughing
sticking tongue out,sneezing
sticking tongue out,laughing
sticking tongue out,sticking tongue out
sticking tongue out,sneezing
sticking tongue out,shaking head
sticking tongue out,sticking tongue out
sticking tongue out,sticking tongue out
sticking tongue out,crying
sticking tongue out,pumping fist
sticking tongue out,crawling baby
sticking tongue out,sticking tongue out
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,smoking
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
belly dancing,belly dancing
using computer,using computer
using computer,using computer
using computer,using computer
using computer,using computer
using computer,using computer
using computer,using computer
using computer,answering questions
using computer,using computer
using computer,using computer
using computer,using computer
using computer,using computer
using computer,using computer
using computer,using computer
using computer,using computer
using computer,texting
using computer,using computer
using computer,using remote controller (not gaming)
using computer,using computer
using computer,using computer
using computer,welding
using computer,using computer
using computer,using computer
using computer,using computer
using computer,using computer
using computer,news anchoring
cleaning shoes,cleaning shoes
cleaning shoes,cleaning windows
cleaning shoes,cleaning shoes
cleaning shoes,reading book
cleaning shoes,cleaning shoes
cleaning shoes,cleaning shoes
cleaning shoes,cleaning shoes
cleaning shoes,cleaning shoes
cleaning shoes,shining shoes
cleaning shoes,cleaning shoes
cleaning shoes,brushing teeth
cleaning shoes,cleaning shoes
cleaning shoes,cutting pineapple
cleaning shoes,cleaning shoes
cleaning shoes,cleaning shoes
cleaning shoes,cleaning shoes
singing,playing guitar
singing,shaking hands
singing,laughing
singing,shaking hands
singing,singing
singing,swing dancing
singing,auctioning
singing,singing
singing,eating chips
singing,faceplanting
singing,recording music
singing,singing
singing,singing
singing,singing
singing,playing keyboard
singing,singing
singing,playing ukulele
singing,singing
singing,singing
singing,playing trumpet
singing,smoking
singing,singing
singing,tai chi
singing,singing
singing,playing guitar
singing,singing
singing,singing
singing,playing didgeridoo
singing,cheerleading
singing,singing
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,cartwheeling
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,faceplanting
hopscotch,walking the dog
hopscotch,hopscotch
hopscotch,singing
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
hopscotch,hopscotch
dying hair,dying hair
dying hair,dying hair
dying hair,dying hair
dying hair,dying hair
dying hair,dying hair
dying hair,filling eyebrows
dying hair,dying hair
dying hair,dying hair
dying hair,dying hair
dying hair,dying hair
dying hair,fixing hair
dying hair,dying hair
dying hair,dying hair
dying hair,washing hands
dying hair,dying hair
dying hair,dying hair
dying hair,applying cream
ski jumping,snowboarding
ski jumping,ski jumping
ski jumping,ski jumping
ski jumping,ski jumping
ski jumping,exercising with an exercise ball
ski jumping,skiing (not slalom or crosscountry)
ski jumping,ski jumping
ski jumping,ski jumping
ski jumping,snowboarding
ski jumping,snowboarding
ski jumping,skiing (not slalom or crosscountry)
ski jumping,skiing (not slalom or crosscountry)
ski jumping,ski jumping
ski jumping,skiing (not slalom or crosscountry)
ski jumping,ski jumping
ski jumping,ski jumping
ski jumping,ski jumping
ski jumping,snowboarding
ski jumping,ski jumping
ski jumping,ski jumping
ski jumping,ski jumping
ski jumping,snowboarding
ski jumping,ski jumping
pumping fist,baby waking up
pumping fist,getting a tattoo
pumping fist,headbanging
pumping fist,dancing gangnam style
pumping fist,kissing
pumping fist,pumping fist
pumping fist,drinking beer
pumping fist,bowling
pumping fist,pumping fist
pumping fist,opening bottle
pumping fist,pumping fist
pumping fist,pumping fist
pumping fist,pull ups
pumping fist,pumping fist
pumping fist,playing harmonica
pumping fist,pumping fist
pumping fist,texting
pumping fist,pumping fist
pumping fist,pumping fist
pumping fist,pumping fist
pumping fist,pumping fist
pumping fist,catching or throwing baseball
pumping fist,pushing cart
busking,busking
busking,smoking
busking,busking
busking,busking
busking,busking
busking,busking
busking,busking
busking,opening bottle
busking,busking
busking,busking
busking,busking
busking,busking
busking,playing didgeridoo
busking,playing trombone
busking,busking
busking,busking
busking,playing cello
busking,busking
busking,playing guitar
busking,auctioning
busking,busking
busking,busking
busking,busking
busking,playing accordion
busking,busking
making a cake,tasting food
making a cake,baking cookies
making a cake,making a cake
making a cake,making jewelry
making a cake,shaving head
making a cake,making a sandwich
making a cake,playing controller
making a cake,baking cookies
making a cake,making pizza
making a cake,making a cake
making a cake,making a cake
making a cake,texting
making a cake,making a cake
making a cake,making a cake
making a cake,making a cake
making a cake,making a cake
making a cake,baking cookies
making a cake,making a cake
making bed,making bed
making bed,somersaulting
making bed,golf putting
making bed,making bed
making bed,making bed
making bed,brushing hair
making bed,making bed
making bed,making bed
making bed,making bed
making bed,making bed
making bed,baby waking up
making bed,making bed
making bed,making bed
making bed,waxing legs
making bed,making bed
making bed,making bed
making bed,making bed
making bed,carrying baby
making bed,making bed
making bed,making bed
making bed,massaging person's head
making bed,bending back
making bed,making bed
making bed,making bed
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,bobsledding
blasting sand,welding
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,cleaning gutters
blasting sand,dancing ballet
blasting sand,spraying
blasting sand,headbutting
blasting sand,checking tires
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,cleaning floor
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,bee keeping
blasting sand,blasting sand
blasting sand,blasting sand
blasting sand,playing recorder
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,making tea
cleaning toilet,smoking hookah
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,cooking egg
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,washing hands
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,cleaning toilet
cleaning toilet,ripping paper
cleaning toilet,cleaning toilet
cleaning toilet,sneezing
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,throwing ball
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,hammer throw
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,shot put
shot put,hammer throw
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,cleaning gutters
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,plastering
laying bricks,kissing
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,bowling
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,applauding
laying bricks,riding mountain bike
laying bricks,laying bricks
laying bricks,building shed
laying bricks,laying bricks
laying bricks,playing xylophone
laying bricks,zumba
laying bricks,laying bricks
laying bricks,bookbinding
laying bricks,skateboarding
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,laying bricks
laying bricks,laying bricks
windsurfing,windsurfing
windsurfing,sailing
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,sailing
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,tai chi
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,diving cliff
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,jetskiing
windsurfing,windsurfing
windsurfing,windsurfing
windsurfing,sailing
windsurfing,windsurfing
golf driving,golf driving
golf driving,golf driving
golf driving,golf putting
golf driving,catching or throwing frisbee
golf driving,hitting baseball
golf driving,golf driving
golf driving,golf driving
golf driving,driving car
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,mowing lawn
golf driving,golf driving
golf driving,golf driving
golf driving,golf putting
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
golf driving,golf driving
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),catching or throwing frisbee
passing American football (in game),passing American football (in game)
passing American football (in game),kicking field goal
passing American football (in game),kicking field goal
passing American football (in game),kicking field goal
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),kicking field goal
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),tossing coin
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),javelin throw
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (not in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
passing American football (in game),catching or throwing frisbee
passing American football (in game),passing American football (in game)
passing American football (in game),passing American football (in game)
hurdling,hurdling
hurdling,high jump
hurdling,hurdling
hurdling,hurdling
hurdling,hurdling
hurdling,long jump
hurdling,hurdling
hurdling,hurdling
hurdling,juggling soccer ball
hurdling,hurdling
hurdling,passing American football (not in game)
hurdling,hurdling
hurdling,hurdling
hurdling,hurdling
hurdling,hurdling
hurdling,javelin throw
hurdling,hurdling
hurdling,hurdling
hurdling,hurdling
hurdling,riding or walking with horse
hurdling,hurdling
hurdling,hurdling
hurdling,hurdling
hurdling,hurdling
hurdling,hurdling
mowing lawn,walking the dog
mowing lawn,mowing lawn
mowing lawn,driving tractor
mowing lawn,mowing lawn
mowing lawn,smoking
mowing lawn,driving tractor
mowing lawn,mowing lawn
mowing lawn,mowing lawn
mowing lawn,mowing lawn
mowing lawn,mowing lawn
mowing lawn,mowing lawn
mowing lawn,mowing lawn
mowing lawn,mowing lawn
mowing lawn,driving tractor
mowing lawn,mowing lawn
mowing lawn,driving tractor
mowing lawn,mowing lawn
mowing lawn,mowing lawn
mowing lawn,driving tractor
mowing lawn,mowing lawn
mowing lawn,mowing lawn
yawning,yawning
yawning,yawning
yawning,giving or receiving award
yawning,yawning
yawning,baby waking up
yawning,kissing
yawning,baby waking up
yawning,dancing ballet
yawning,yawning
yawning,yawning
yawning,yawning
yawning,sticking tongue out
yawning,carrying baby
yawning,yawning
yawning,yawning
yawning,singing
yawning,crying
yawning,yawning
yawning,crying
yawning,sneezing
yawning,grooming dog
yawning,sneezing
yawning,baby waking up
taking a shower,laughing
taking a shower,smoking
taking a shower,trimming or shaving beard
taking a shower,air drumming
taking a shower,taking a shower
taking a shower,hugging
taking a shower,taking a shower
taking a shower,trimming or shaving beard
taking a shower,taking a shower
taking a shower,taking a shower
taking a shower,planting trees
taking a shower,kissing
taking a shower,smoking hookah
taking a shower,taking a shower
taking a shower,taking a shower
bowling,bowling
bowling,bowling
bowling,bowling
bowling,bowling
bowling,bowling
bowling,archery
bowling,bowling
bowling,bowling
bowling,bowling
bowling,bowling
bowling,bowling
bowling,reading book
bowling,cutting watermelon
bowling,bowling
bowling,bowling
bowling,bowling
bowling,exercising with an exercise ball
bowling,bowling
bowling,bowling
bowling,bowling
bowling,bowling
bowling,bobsledding
bowling,bowling
bowling,bowling
bowling,bowling
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,sign language interpreting
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,singing
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,shuffling cards
doing nails,doing nails
doing nails,doing nails
doing nails,getting a tattoo
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
doing nails,folding paper
doing nails,doing nails
doing nails,doing nails
doing nails,doing nails
balloon blowing,balloon blowing
balloon blowing,balloon blowing
balloon blowing,balloon blowing
balloon blowing,balloon blowing
balloon blowing,balloon blowing
balloon blowing,balloon blowing
balloon blowing,giving or receiving award
balloon blowing,balloon blowing
balloon blowing,balloon blowing
balloon blowing,opening bottle
balloon blowing,balloon blowing
balloon blowing,balloon blowing
balloon blowing,balloon blowing
balloon blowing,balloon blowing
balloon blowing,balloon blowing
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,swinging on something
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,diving cliff
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,abseiling
abseiling,bungee jumping
abseiling,abseiling
abseiling,ski jumping
checking tires,checking tires
checking tires,opening bottle
checking tires,checking tires
checking tires,checking tires
checking tires,checking tires
checking tires,checking tires
checking tires,checking tires
checking tires,checking tires
checking tires,pushing car
checking tires,changing wheel
checking tires,unloading truck
checking tires,sign language interpreting
checking tires,checking tires
checking tires,checking tires
checking tires,checking tires
checking tires,news anchoring
checking tires,answering questions
checking tires,bending metal
checking tires,checking tires
checking tires,checking tires
checking tires,changing oil
checking tires,checking tires
checking tires,checking tires
checking tires,changing wheel
checking tires,checking tires
checking tires,checking tires
checking tires,pushing car
checking tires,changing wheel
checking tires,smoking
checking tires,checking tires
checking tires,sharpening knives
checking tires,checking tires
dodgeball,tai chi
dodgeball,throwing ball
dodgeball,dodgeball
dodgeball,catching or throwing softball
dodgeball,playing recorder
dodgeball,dodgeball
dodgeball,dodgeball
dodgeball,dodgeball
dodgeball,dodgeball
dodgeball,dodgeball
dodgeball,dodgeball
dodgeball,dodgeball
dodgeball,dodgeball
dodgeball,dodgeball
dodgeball,catching or throwing softball
dodgeball,dodgeball
dodgeball,dodgeball
dodgeball,bouncing on trampoline
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,crying
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,washing dishes
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,crawling baby
pushing cart,balloon blowing
pushing cart,pushing cart
pushing cart,pushing car
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,pushing cart
pushing cart,pushing cart
exercising arm,tying bow tie
exercising arm,exercising arm
exercising arm,exercising arm
exercising arm,bending back
exercising arm,exercising arm
exercising arm,exercising arm
exercising arm,taking a shower
exercising arm,exercising arm
exercising arm,tai chi
exercising arm,tai chi
exercising arm,opening bottle
exercising arm,side kick
exercising arm,exercising arm
exercising arm,contact juggling
exercising arm,stretching leg
exercising arm,exercising arm
exercising arm,exercising arm
exercising arm,exercising arm
exercising arm,exercising arm
exercising arm,stretching arm
exercising arm,exercising arm
exercising arm,stretching arm
exercising arm,golf driving
exercising arm,front raises
exercising arm,exercising arm
exercising arm,stretching arm
exercising arm,exercising arm
exercising arm,stretching arm
exercising arm,squat
exercising arm,exercising with an exercise ball
exercising arm,stretching arm
exercising arm,exercising arm
bandaging,bandaging
bandaging,punching person (boxing)
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,slapping
bandaging,petting animal (not cat)
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,bandaging
bandaging,texting
bandaging,bandaging
bandaging,brushing hair
bandaging,finger snapping
bandaging,yoga
bandaging,waxing back
shaking head,shaking head
shaking head,drinking
shaking head,crying
shaking head,headbutting
shaking head,sign language interpreting
shaking head,shaking head
shaking head,crying
shaking head,finger snapping
shaking head,shaking head
shaking head,shaking head
shaking head,shaking head
shaking head,sneezing
shaking head,robot dancing
shaking head,baby waking up
shaking head,somersaulting
shaking head,shaking head
shaking head,laughing
shaking head,shaking head
shaking head,shaking head
shaking head,carrying baby
shaking head,shaking head
petting cat,petting animal (not cat)
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting animal (not cat)
petting cat,petting cat
petting cat,petting cat
petting cat,shaking hands
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
petting cat,petting animal (not cat)
petting cat,petting cat
petting cat,petting cat
petting cat,petting cat
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,dribbling basketball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,hammer throw
juggling soccer ball,juggling soccer ball
juggling soccer ball,kicking soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,kicking soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
juggling soccer ball,juggling soccer ball
dancing gangnam style,dancing gangnam style
dancing gangnam style,playing cricket
dancing gangnam style,dancing ballet
dancing gangnam style,robot dancing
dancing gangnam style,dancing charleston
dancing gangnam style,swing dancing
dancing gangnam style,side kick
dancing gangnam style,dancing gangnam style
dancing gangnam style,robot dancing
dancing gangnam style,dancing charleston
dancing gangnam style,playing violin
dancing gangnam style,crying
dancing gangnam style,kissing
dancing gangnam style,headbanging
dancing gangnam style,dancing gangnam style
dancing gangnam style,dancing gangnam style
dancing gangnam style,dancing gangnam style
dancing gangnam style,dancing gangnam style
dancing gangnam style,beatboxing
dancing gangnam style,tai chi
dancing gangnam style,tai chi
dancing gangnam style,clapping
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing didgeridoo
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trumpet
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
playing trombone,playing trombone
waxing legs,waxing legs
waxing legs,blowing nose
waxing legs,beatboxing
waxing legs,waxing legs
waxing legs,waxing legs
waxing legs,waxing chest
waxing legs,massaging legs
waxing legs,waxing legs
waxing legs,waxing legs
waxing legs,washing feet
waxing legs,waxing legs
waxing legs,petting cat
waxing legs,waxing legs
waxing legs,waxing legs
waxing legs,waxing legs
waxing legs,waxing legs
waxing legs,bandaging
waxing legs,headbutting
waxing legs,waxing legs
waxing legs,waxing legs
waxing legs,waxing legs
waxing legs,waxing legs
waxing legs,waxing legs
waxing legs,waxing legs
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
playing controller,bookbinding
playing controller,smoking hookah
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
playing controller,grinding meat
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
playing controller,ski jumping
playing controller,unboxing
playing controller,playing controller
playing controller,playing paintball
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
playing controller,playing controller
punching bag,side kick
punching bag,headbutting
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,spinning poi
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,faceplanting
punching bag,celebrating
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,punching bag
punching bag,running on treadmill
punching bag,side kick
punching bag,punching bag
waxing eyebrows,singing
waxing eyebrows,waxing eyebrows
waxing eyebrows,eating doughnuts
waxing eyebrows,recording music
waxing eyebrows,waxing eyebrows
waxing eyebrows,waxing eyebrows
waxing eyebrows,massaging person's head
waxing eyebrows,waxing eyebrows
waxing eyebrows,filling eyebrows
waxing eyebrows,filling eyebrows
waxing eyebrows,waxing eyebrows
waxing eyebrows,getting a haircut
waxing eyebrows,smoking
waxing eyebrows,waxing eyebrows
waxing eyebrows,applying cream
waxing eyebrows,waxing eyebrows
waxing eyebrows,waxing eyebrows
waxing eyebrows,waxing eyebrows
waxing eyebrows,waxing eyebrows
waxing eyebrows,waxing eyebrows
waxing eyebrows,waxing eyebrows
waxing eyebrows,waxing eyebrows
dining,dining
dining,decorating the christmas tree
dining,dining
dining,tossing salad
dining,barbequing
dining,marching
dining,playing organ
dining,dining
dining,dining
dining,dining
dining,slapping
dining,using computer
dining,dancing ballet
dining,dining
dining,robot dancing
dining,dining
dining,tasting beer
dining,dining
dining,shaking head
dining,dining
dining,auctioning
dining,dining
dining,stretching leg
dining,dining
dining,dining
dining,dining
dining,cooking chicken
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,contact juggling
contact juggling,sign language interpreting
contact juggling,swing dancing
contact juggling,contact juggling
contact juggling,stretching arm
contact juggling,texting
contact juggling,giving or receiving award
contact juggling,drop kicking
contact juggling,contact juggling
swinging on something,swinging on something
swinging on something,swinging on something
swinging on something,swinging on something
swinging on something,snowkiting
swinging on something,riding unicycle
swinging on something,swinging on something
swinging on something,jetskiing
swinging on something,swinging on something
swinging on something,swinging on something
swinging on something,swinging on something
swinging on something,swinging on something
swinging on something,riding mountain bike
swinging on something,trimming trees
swinging on something,archery
swinging on something,swinging on something
swinging on something,swinging on something
swinging on something,swinging on something
swinging on something,swinging on something
playing ice hockey,hockey stop
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,ice skating
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,catching or throwing frisbee
playing ice hockey,playing ice hockey
playing ice hockey,hockey stop
playing ice hockey,hockey stop
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,hockey stop
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
playing ice hockey,playing ice hockey
training dog,catching or throwing frisbee
training dog,eating ice cream
training dog,training dog
training dog,training dog
training dog,training dog
training dog,training dog
training dog,training dog
training dog,walking the dog
training dog,moving furniture
training dog,training dog
training dog,training dog
training dog,catching or throwing frisbee
training dog,training dog
training dog,walking the dog
training dog,training dog
training dog,training dog
training dog,training dog
training dog,holding snake
training dog,training dog
training dog,cleaning gutters
training dog,training dog
training dog,training dog
training dog,flying kite
training dog,walking the dog
training dog,chopping wood
training dog,grooming dog
jetskiing,jetskiing
jetskiing,jetskiing
jetskiing,pushing car
jetskiing,jumping into pool
jetskiing,jetskiing
jetskiing,jetskiing
jetskiing,smoking
jetskiing,water skiing
jetskiing,surfing water
jetskiing,water skiing
jetskiing,jetskiing
jetskiing,jetskiing
jetskiing,jetskiing
jetskiing,jetskiing
jetskiing,jetskiing
jetskiing,jetskiing
jetskiing,jetskiing
jetskiing,bowling
jetskiing,canoeing or kayaking
jetskiing,jetskiing
jetskiing,water skiing
answering questions,crying
answering questions,answering questions
answering questions,shuffling cards
answering questions,writing
answering questions,testifying
answering questions,yawning
answering questions,answering questions
answering questions,answering questions
answering questions,testifying
answering questions,slapping
answering questions,testifying
answering questions,smoking
answering questions,answering questions
answering questions,giving or receiving award
answering questions,answering questions
answering questions,celebrating
answering questions,answering questions
answering questions,sharpening knives
answering questions,slapping
answering questions,tasting beer
answering questions,answering questions
answering questions,news anchoring
answering questions,answering questions
answering questions,finger snapping
answering questions,eating ice cream
answering questions,answering questions
answering questions,answering questions
answering questions,making tea
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,yawning
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
tying tie,tying tie
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,front raises
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
playing tennis,playing tennis
jumping into pool,jumping into pool
jumping into pool,jumping into pool
